DOI,Year,Title,Journal
10.1016/S0378-7788(15)00185-1,2015,Editorial Board,Energy and Buildings
10.1016/B978-0-12-398256-8.00004-9,2015,Chapter 4: The Atmosphere,Chemical Fate and Transport in the Environment
10.1016/B978-0-12-409548-9.09546-4,2015,Radon Measurement,Reference Module in Earth Systems and Environmental Sciences
10.5094/APR.2015.061,2015,Concentrations of carbon monoxide in indoor and outdoor air of Ghalyun cafes,Atmospheric Pollution Research
10.1016/S2212-5671(15)00201-4,2015,Challenges of Implementing New Technologies in the World of BIM – Case Study from Construction Engineering Industry in Finland,Procedia Economics and Finance
10.1016/B978-0-12-802122-4.00005-5,2015,Chapter 5: Secure Communications in Smart Grid: Networking and Protocols,Smart Grid Security
10.1016/B978-0-08-097086-8.43091-6,2015,"Signal Detection Theory, History of",International Encyclopedia of the Social & Behavioral Sciences
10.1016/B978-0-323-29964-0.00011-1,2015,Chapter 11: Siting and layout,Plant Design and Operations
10.1016/S1353-4858(15)30068-4,2015,Cyber-security fortresses built on quicksand,Network Security
10.1016/B978-0-08-100332-9.00018-9,2015,18: Numerical modelling of impact and damage tolerance in aerospace composite structures,Numerical Modelling of Failure in Advanced Composite Materials
10.1016/B978-0-12-410491-4.00007-5,2015,Chapter 7: Day-Ahead and Real-Time Markets Simulation Methodology on Hydro Storage,Energy Storage for Smart Grids
10.14358/PERS.81.1.49,2015,Reliable Spatial Relationship Constrained Feature Point Matching of Oblique Aerial Images,Photogrammetric Engineering & Remote Sensing
10.1016/B978-0-12-800887-4.00016-X,2015,Chapter 16: Simulating wireless and mobile systems: The Integration of DEUS and Ns-3,Modeling and Simulation of Computer Networks and Systems
10.1016/S0378-7788(14)01016-0,2015,Editorial Board,Energy and Buildings
10.1016/B978-0-12-801379-3.00011-5,2015,"Chapter 11: Automated Demand Response, Smart Grid Technologies, and Sustainable Energy Solutions",Green Information Technology
10.1016/B978-0-12-802176-7.00007-9,2015,Chapter Seven: Drought Hazard Mitigation and Risk,"Applied Drought Modeling, Prediction, and Mitigation"
10.1016/B978-0-12-800881-2.00009-8,2015,Chapter 3.3: Planning and Obstacle Avoidance in Mobile Robotics,Household Service Robotics
10.5038/2375-0901.18.4.2,2015,"Perceived vs. Actual Distance to Transit in Santiago, Chile",Journal of Public Transportation
10.1016/S0378-7788(15)00437-5,2015,Editorial Board,Energy and Buildings
10.1016/B978-0-12-394849-6.00010-X,2015,Chapter 10: Permafrost Degradation,"Snow and Ice-Related Hazards, Risks, and Disasters"
10.1002/jps.24282,2015,Equipment and Analytical Companies Meeting Continuous Challenges May 20–21 2014 Continuous Manufacturing Symposium,Journal of Pharmaceutical Sciences
10.1007/s12205-014-0614-z,2015,Internet of cars through commodity V2V and V2X mobile routers: Applications for developing countries,KSCE Journal of Civil Engineering
10.5094/APR.2015.097,2015,Atmospheric particle number concentration and size distribution in a traffic–impacted area,Atmospheric Pollution Research
10.1016/S2212-5671(15)00173-2,2015,Architectural Competitions and BIM,Procedia Economics and Finance
10.1016/B978-0-444-53802-4.00058-0,2015,3.06: Earth Tides,Treatise on Geophysics
10.1186/s40413-015-0075-y,2015,"Establishing the relationship of inhaler satisfaction, treatment adherence, and patient outcomes: a prospective, real-world, cross-sectional survey of US adult asthma patients and physicians",World Allergy Organization Journal
10.1016/S0378-7788(15)00457-0,2015,Editorial Board,Energy and Buildings
10.1016/B978-0-444-63270-8.00001-3,2015,Chapter 1: Introduction,Developments in Petroleum Science
10.1016/B978-0-12-409548-9.09468-9,2015,Dynamics of the East Antarctic Ice Sheet,Reference Module in Earth Systems and Environmental Sciences
10.1007/s13676-013-0036-y,2015,Empirical assessment of bottleneck congestion with a constant and peak toll: San Francisco–Oakland Bay Bridge,EURO Journal on Transportation and Logistics
10.1111/pirs.12063,2015,Exploring scan methods to test spatial structure with an application to housing prices in Madrid,Papers in Regional Science
10.1016/B978-1-78242-305-8.00010-3,2015,"10: The design, properties, and performance of concrete masonry blocks with phase change materials",Eco-Efficient Masonry Bricks and Blocks
10.1016/B978-0-444-63536-5.00011-9,2015,"Chapter 11: Ecosystem services in relation to carbon cycle of Asansol–Durgapur urban system, India",Developments in Environmental Modelling
10.1016/B978-0-12-385938-9.00064-X,2015,"Chapter 64: Ground Deformation, Gravity, and Magnetics",The Encyclopedia of Volcanoes
10.1016/B978-0-12-802882-7.00016-6,2015,Appendix B: Glossary,Repurposing Legacy Data
10.1016/B978-0-12-382225-3.00470-9,2015,CLIMATE AND CLIMATE CHANGE | Greenhouse Effect,Encyclopedia of Atmospheric Sciences
10.1016/B978-0-323-26208-8.00008-X,2015,Chapter 8: Reliability and security of implantable and wearable medical devices,Implantable Biomedical Microsystems
10.1016/B978-0-08-096811-7.50001-9,2015,A,Dictionary of Energy
10.1016/B978-0-08-096811-7.50004-4,2015,D,Dictionary of Energy
10.1016/B978-0-12-394846-5.00006-0,2015,Chapter 6: Integrated Risk Assessment of Water-Related Disasters,"Hydro-Meteorological Hazards, Risks and Disasters"
10.1016/B978-0-444-53802-4.00060-9,2015,3.11: GPS and Space-Based Geodetic Methods,Treatise on Geophysics
10.1016/B978-1-78242-305-8.00022-X,2015,22: Earth-block versus sandcrete-block houses: Embodied energy and CO<ce:inf loc=post>2</ce:inf> assessment,Eco-Efficient Masonry Bricks and Blocks
10.15302/J-ENG-2015111,2015,Smart Grids with Intelligent Periphery: An Architecture for the Energy Internet,Engineering
10.1016/B978-0-444-63472-6.00013-6,2015,Chapter 13: Design and Planning of Sustainable Supply Chains,Computer Aided Chemical Engineering
10.1016/B978-0-12-405879-8.00016-7,2015,"Chapter 16: Logistics, Distribution, and Support",Developing and Managing Embedded Systems and Products
10.1016/B978-0-12-802122-4.00003-1,2015,Chapter 3: The Evolution of the Smart Grid Threat Landscape and Cross-Domain Risk Assessment,Smart Grid Security
10.1016/B978-0-444-53802-4.00124-X,2015,6.13: Landscape Evolution,Treatise on Geophysics
10.1016/B978-0-12-800208-7.00011-9,2015,Chapter 11: Politics and Civil Society,"Augmented Reality Law, Privacy, and Ethics"
10.14358/PERS.81.2.131,2015,Validation of Geometric Accuracy of Global Land Survey (GLS) 2000 Data,Photogrammetric Engineering & Remote Sensing
10.1016/B978-0-08-097086-8.55030-2,2015,"Neurons and Dendrites, Integration of Information in",International Encyclopedia of the Social & Behavioral Sciences
10.1016/B978-0-12-394849-6.00018-4,2015,Chapter 18: Floating Ice and Ice Pressure Challenge to Ships,"Snow and Ice-Related Hazards, Risks, and Disasters"
10.3168/jds.2015-9536,2015,From cold to hot: Climatic effects and productivity in Wisconsin dairy farms,Journal of Dairy Science
10.1016/B978-1-78242-102-3.00010-1,2015,10: Packet scheduling strategies for machine-to-machine (M2M) communications over long-term evolution (LTE) cellular networks,Machine-to-machine (M2M) Communications
10.1016/B978-1-78242-010-1.18001-2,2015,Index,Eco-Friendly Innovation in Electricity Transmission and Distribution Networks
10.1016/B978-0-12-802122-4.00008-0,2015,Chapter 8: Secure Development Life Cycle,Smart Grid Security
10.1016/B978-0-12-802841-4.00001-7,2015,Chapter 1: Metrics Management—It is Not About the Numbers,Measuring and Communicating Security's Value
10.1016/B978-0-08-096811-7.50023-8,2015,W,Dictionary of Energy
10.1016/B978-0-444-53802-4.00209-8,2015,11.14: Tools and Techniques: Radiometric Methods,Treatise on Geophysics
10.1016/B978-0-12-802421-8.00008-4,2015,8: HFE and weak signals,Designing for Human Reliability
10.1016/B978-0-12-802118-7.00003-0,2015,Chapter 3: Better Concurrency and SIMD on HBM,High Performance Parallelism Pearls
10.3168/jds.2014-8812,2015,Variability in Risk Assessment and Management Plan (RAMP) scores completed as part of the Ontario Johne’s Education and Management Assistance Program(2010–2013),Journal of Dairy Science
10.1016/B978-0-08-096811-7.50003-2,2015,C,Dictionary of Energy
10.1016/B978-0-12-799936-4.00020-5,2015,"Chapter 20: Indigenous Community of Nuevo San Juan Parangaricutiro, Michoacán, Mexico",Forest Plans of North America
10.1016/B978-0-444-53802-4.00202-5,2015,11.16: Unconventional Fossil Fuel Reservoirs and Water Resources,Treatise on Geophysics
10.1016/B978-0-12-804405-6.00007-5,2015,Chapter 7: R&D on Global Energy Interconnection and Practice,Global Energy Interconnection
10.1533/9780857098467.1.105,2015,6: Delay-tolerant networks (DTNs) for emergency communications,Advances in Delay-Tolerant Networks (DTNs)
10.1016/B978-1-78242-233-4.18001-5,2015,Index,Fabric Structures in Architecture
10.1111/pirs.12096,2015,"Cost economies, urban patterns and population density: The case of public infrastructure for basic utilities",Papers in Regional Science
10.1016/B978-1-78242-233-4.05001-4,2015,Preface,Fabric Structures in Architecture
10.1016/B978-0-08-100090-8.00003-3,2015,"Chapter Three: Policy Deployment: Aligning People, Processes and Products Profitably",Lean TPM
10.1016/S0378-7788(15)00358-8,2015,Editorial Board,Energy and Buildings
10.14358/PERS.81.11.839,2015,Global Localization of Autonomous Robots in Forest Environments,Photogrammetric Engineering & Remote Sensing
10.1016/B978-1-78548-051-5.50005-X,2015,5: From the Resilience of Constructions to the Resilience of Territories: A New Framework for Thought and for Action,Resilience Imperative
10.1016/B978-1-4557-7443-2.00011-6,2015,11: Mixing and Dispersion of Hollow Glass Microsphere Products,"Hollow Glass Microspheres for Plastics, Elastomers, and Adhesives Compounds"
10.1007/s12205-014-0713-x,2015,A finite grid solution for circular plates on elastic foundations,KSCE Journal of Civil Engineering
10.1016/B978-0-12-802022-7.00021-3,2015,Chapter 21: System-Wide Monitoring Program of the National Estuarine Research Reserve System: Research and Monitoring to Address Coastal Management Issues,Coastal Ocean Observing Systems
10.1016/B978-0-444-63357-6.00003-1,2015,Chapter 3: Gas and Liquid System (Aeration and Agitation),Biochemical Engineering and Biotechnology
10.14358/PERS.81.7.573,2015,A Landsat Data Tiling and Compositing Approach Optimized for Change Detection in the Conterminous United States,Photogrammetric Engineering & Remote Sensing
10.1533/9781782420965.1.87,2015,5: The use of aquifers as thermal energy storage (TES) systems,Advances in Thermal Energy Storage Systems
10.1016/B978-0-444-53802-4.00134-2,2015,7.12: Mantle Geochemical Geodynamics,Treatise on Geophysics
10.1016/S1876-3804(15)30068-9,2015,Sensitivity of self-elevating unit leg strength to different chord space,Petroleum Exploration and Development
10.1016/S2212-5671(15)00180-X,2015,Analysis of On-site Construction Processes for Effective External Thermal Insulation Composite System (ETICS) Installation,Procedia Economics and Finance
10.1016/B978-0-323-35399-1.00010-7,2015,10: Building and Construction Applications,Biopolymers: Applications and Trends
10.1016/B978-0-12-801425-7.00005-4,2015,5: Two highly destructive twenty-first century vapor cloud explosions: one in the United Kingdom and the other in Venezuela: Two massive explosion incidents with some significant similarities,Chemical Process Safety
10.1016/bs.asb.2015.02.003,2015,Chapter Three: Social Network Analysis in Behavioral Ecology,Advances in the Study of Behavior
10.5038/2375-0901.18.2.3,2015,Impacts of Beijing Bus Rapid Transit on Pre-owned Home Values,Journal of Public Transportation
10.1016/B978-0-444-53802-4.00086-5,2015,4.19: Tsunamis,Treatise on Geophysics
10.1016/B978-0-08-096811-7.50018-4,2015,R,Dictionary of Energy
10.1016/bs.ache.2015.10.012,2015,Chapter Two: Multiscale Analysis of a Coating Process in a Wurster Fluidized Bed Apparatus,Advances in Chemical Engineering
10.1016/B978-1-78242-233-4.00021-8,2015,"21: Recent developments in architectural fabric structures in Europe: The example of Winter Garden, Verona, Italy",Fabric Structures in Architecture
10.1016/B978-0-12-802204-7.00006-2,2015,Chapter 6: The Bubble Bursts: Population and Pollution Become Our Concern,Economic Growth and Sustainability
10.1074/jbc.M114.605691,2015,A Revised Mechanism for the Activation of Complement C3 to C3b: A MOLECULAR EXPLANATION OF A DISEASE-ASSOCIATED POLYMORPHISM,Journal of Biological Chemistry
10.1016/B978-0-12-801290-1.00007-2,2015,7: Physical-Cyber Attacks,Cyber-Physical Attacks
10.1016/B978-0-444-53802-4.00096-8,2015,5.02: The Present and Future Geomagnetic Field,Treatise on Geophysics
10.5623/cig2015-312,2015,INDUSTRY NEWS,Geomatica
10.1016/B978-0-444-63369-9.00013-6,2015,Chapter 13: Periglacial Processes and Landforms in the Critical Zone,Developments in Earth Surface Processes
10.1007/s12205-015-0040-x,2015,Predictability evaluation of the existing punching shear formulas using failure test and probability-based approach,KSCE Journal of Civil Engineering
10.1016/B978-0-12-802022-7.00022-5,2015,Chapter 22: Integrating Environmental Monitoring and Observing Systems in Support of Science to Inform Decision-Making: Case Studies for the Southeast,Coastal Ocean Observing Systems
10.1016/bs.agron.2014.10.002,2015,"Chapter Four: Gypsum Soils—Their Morphology, Classification, Function, and Landscapes",Advances in Agronomy
10.1016/S0378-7788(15)00261-3,2015,Editorial Board,Energy and Buildings
10.1016/B978-0-444-63369-9.00004-5,2015,Chapter 4: Regolith and Weathering (Rock Decay) in the Critical Zone,Developments in Earth Surface Processes
10.1016/S0022-0302(15)30013-8,2015,"Inerpretive Summaries, December 2015",Journal of Dairy Science
10.1515/ijnaoe-2015-0016,2015,Nonlinear soil parameter effects on dynamic embedment of offshore pipeline on soft clay,International Journal of Naval Architecture and Ocean Engineering
10.1016/S0378-7788(15)00378-3,2015,Editorial Board,Energy and Buildings
10.1016/B978-0-12-801967-2.00001-X,2015,Chapter 1: An Introduction to Big Data,Application of Big Data for National Security
10.1016/B978-0-08-097086-8.72124-6,2015,"Surveillance and Privacy, Geography of",International Encyclopedia of the Social & Behavioral Sciences
